"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-06",102.0001,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-07",101.8869,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-08",101.7853,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-09",101.7134,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-10",101.6797,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-11",101.6362,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-12",101.5129,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-01",101.2605,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-02",100.9743,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-03",100.7919,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-04",100.825,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-05",100.9875,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-06",101.1688,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-07",101.2788,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-08",101.2724,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-09",101.0697,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-10",100.5919,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-11",99.9931,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-12",99.45929,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-01",99.12766,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-02",98.94115,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-03",98.83246,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-04",98.76289,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-05",98.68335,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-06",98.54484,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-07",98.31895,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-08",98.07733,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-09",97.92216,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-10",97.93253,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-11",98.02419,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-12",98.08691,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-01",98.0405,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-02",97.91969,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-03",97.77291,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-04",97.63548,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-05",97.52864,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-06",97.47889,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-07",97.5067,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-08",97.55808,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-09",97.56547,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-10",97.48484,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-11",97.37698,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-12",97.34047,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-01",97.47178,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-02",97.75423,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-03",98.19242,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-04",98.79556,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-05",99.40511,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-06",99.80048,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-07",99.79819,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-08",99.56536,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-09",99.29714,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-10",99.12464,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-11",99.05832,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-12",99.10136,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-01",99.25699,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-02",99.42633,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-03",99.48906,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-04",99.37032,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-05",99.21428,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-06",99.23701,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-07",99.61684,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-08",100.2057,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-09",100.8286,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-10",101.3741,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-11",101.8507,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-12",102.2842,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-01",102.6843,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-02",103.0539,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-03",103.3729,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-04",103.6128,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-05",103.8014,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-06",103.96,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-07",104.0924,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-08",104.2033,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-09",104.2836,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-10",104.3186,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-11",104.3247,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-12",104.3155,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-01",104.2947,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-02",104.2662,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-03",104.2247,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-04",104.155,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-05",104.0437,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-06",103.8605,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-07",103.5811,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-08",103.2813,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-09",103.0624,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-10",102.9963,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-11",102.9904,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-12",102.9125,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-01",102.6557,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-02",102.2754,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-03",101.833,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-04",101.3621,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-05",100.8979,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-06",100.4755,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-07",100.1214,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-08",99.80354,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-09",99.48992,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-10",99.17126,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-11",98.87921,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-12",98.68012,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-01",98.64231,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-02",98.71021,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-03",98.83083,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-04",98.97438,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-05",99.10238,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-06",99.17166,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-07",99.15409,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-08",99.11494,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-09",99.14188,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-10",99.29546,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-11",99.49365,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-12",99.62404,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-01",99.61141,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-02",99.55318,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-03",99.58438,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-04",99.78815,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-05",100.017,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-06",100.0431,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-07",99.68455,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-08",99.13282,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-09",98.6326,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-10",98.35406,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-11",98.21383,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-12",98.09452,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-01",97.92581,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-02",97.74474,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-03",97.62814,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-04",97.63739,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-05",97.69886,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-06",97.7127,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-07",97.60955,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-08",97.45481,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-09",97.34507,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-10",97.35611,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-11",97.44592,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-12",97.56177,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-01",97.66856,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-02",97.75111,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-03",97.79593,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-04",97.79726,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-05",97.80093,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-06",97.8734,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-07",98.06861,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-08",98.32597,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-09",98.57047,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-10",98.75068,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-11",98.88954,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-12",99.02233,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-01",99.1759,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-02",99.35406,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-03",99.56115,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-04",99.80113,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-05",100.0477,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-06",100.27,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-07",100.4521,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-08",100.6362,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-09",100.8884,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-10",101.262,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-11",101.6933,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-12",102.1005,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-01",102.4246,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-02",102.6952,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-03",102.9421,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-04",103.1617,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-05",103.3058,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-06",103.2687,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-07",102.9502,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-08",102.4994,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-09",102.1012,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-10",101.8959,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-11",101.8457,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-12",101.9103,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-01",102.0678,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-02",102.2206,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-03",102.2443,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-04",102.0421,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-05",101.7274,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-06",101.4423,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-07",101.288,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-08",101.2267,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-09",101.2056,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-10",101.1891,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-11",101.1504,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-12",101.0583,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-01",100.8863,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-02",100.6755,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-03",100.4698,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-04",100.2911,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-05",100.1081,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-06",99.86768,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-07",99.52996,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-08",99.16142,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-09",98.85892,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-10",98.70479,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-11",98.65597,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-12",98.6685,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-01",98.71688,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-02",98.75195,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-03",98.71161,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-04",98.5448,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-05",98.31093,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-06",98.08088,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-07",97.90507,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-08",97.77769,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-09",97.69442,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-10",97.66162,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-11",97.66153,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-12",97.68502,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-01",97.73169,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-02",97.78642,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-03",97.8317,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-04",97.85201,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-05",97.84764,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-06",97.81428,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-07",97.74747,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-08",97.67594,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-09",97.63985,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-10",97.67364,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-11",97.7536,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-12",97.85264,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-01",97.94893,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-02",98.01548,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-03",98.01243,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-04",97.9091,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-05",97.77565,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-06",97.70921,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-07",97.79014,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-08",97.97123,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-09",98.20355,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-10",98.4621,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-11",98.72015,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-12",98.95656,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-01",99.16351,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-02",99.37587,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-03",99.6415,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-04",99.98606,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-05",100.3246,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-06",100.5303,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-07",100.5097,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-08",100.4104,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-09",100.4348,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-10",100.7326,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-11",101.17,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-12",101.563,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-01",101.7722,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-02",101.8408,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-03",101.8153,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-04",101.7062,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-05",101.5434,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-06",101.3373,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-07",101.094,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-08",100.874,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-09",100.769,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-10",100.857,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-11",101.0409,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-12",101.1969,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-01",101.2271,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-02",101.1395,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-03",100.9291,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-04",100.5772,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-05",100.1731,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-06",99.82293,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-07",99.61084,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-08",99.50606,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-09",99.48649,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-10",99.55482,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-11",99.66952,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-12",99.79465,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-01",99.90328,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-02",99.97049,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-03",99.95336,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-04",99.81234,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-05",99.61697,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-06",99.45066,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-07",99.3698,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-08",99.33379,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-09",99.28587,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-10",99.1892,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-11",99.0747,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-12",98.9901,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-01",98.96679,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-02",98.9567,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-03",98.88518,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-04",98.6906,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-05",98.42542,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-06",98.15546,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-07",97.9297,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-08",97.75492,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-09",97.64432,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-10",97.61498,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-11",97.6214,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-12",97.61423,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-01",97.56351,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-02",97.49527,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-03",97.45374,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-04",97.48094,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-05",97.5696,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-06",97.72458,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-07",97.96283,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-08",98.24698,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-09",98.54242,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-10",98.82851,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-11",99.09846,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-12",99.33901,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-01",99.52633,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-02",99.65124,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-03",99.67955,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-04",99.57484,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-05",99.41782,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-06",99.30424,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-07",99.29528,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-08",99.32433,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-09",99.29459,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-10",99.13853,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-11",98.93639,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-12",98.80626,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-01",98.84055,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-02",98.97027,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-03",99.10795,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-04",99.19511,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-05",99.24181,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-06",99.26897,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-07",99.29128,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-08",99.31947,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-09",99.36767,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-10",99.45459,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-11",99.58499,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-12",99.78082,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-01",100.069,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-02",100.4036,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-03",100.7323,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-04",101.0161,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-05",101.2546,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-06",101.4392,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-07",101.5503,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-08",101.6092,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-09",101.6258,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-10",101.5992,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-11",101.56,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-12",101.5375,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-01",101.5404,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-02",101.5198,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-03",101.3962,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-04",101.1093,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-05",100.7711,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-06",100.5398,
