"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-07",98.36568,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-08",97.77111,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-09",97.12492,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-10",96.58443,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-11",96.28374,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1953-12",96.24942,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-01",96.58961,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-02",97.23824,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-03",98.01656,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-04",98.72079,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-05",99.23655,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-06",99.5039,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-07",99.53725,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-08",99.6043,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-09",100.1034,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-10",100.8046,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-11",101.4445,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1954-12",102.073,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-01",102.5481,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-02",103.0226,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-03",103.2905,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-04",103.3842,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-05",103.2389,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-06",102.8673,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-07",102.6829,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-08",102.4884,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-09",102.307,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-10",102.2648,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-11",102.2363,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1955-12",102.177,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-01",101.7724,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-02",101.3008,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-03",100.8325,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-04",100.2555,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-05",99.52047,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-06",98.92788,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-07",98.81393,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-08",99.36232,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-09",99.93707,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-10",100.1632,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-11",100.2445,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1956-12",100.1126,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-01",99.85906,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-02",99.35379,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-03",98.69955,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-04",98.15701,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-05",98.01802,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-06",98.1662,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-07",98.28294,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-08",98.25709,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-09",98.02356,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-10",97.49996,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-11",96.93166,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1957-12",96.36659,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-01",96.06736,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-02",96.27297,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-03",96.73939,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-04",97.38185,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-05",98.38864,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-06",99.42244,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-07",100.2871,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-08",100.9651,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-09",101.4891,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-10",101.844,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-11",102.0011,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1958-12",102.1213,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-01",102.4864,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-02",102.889,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-03",103.137,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-04",103.2089,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-05",103.0508,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-06",102.4597,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-07",101.5314,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-08",100.404,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-09",99.53902,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-10",99.42065,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-11",99.90316,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1959-12",100.6418,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-01",100.8112,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-02",100.0624,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-03",99.09004,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-04",98.32805,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-05",97.91801,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-06",97.91322,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-07",98.08616,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-08",98.33509,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-09",98.35478,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-10",98.25793,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-11",98.06454,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1960-12",97.93262,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-01",97.97225,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-02",98.37753,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-03",99.29764,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-04",100.3646,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-05",101.0006,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-06",101.2476,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-07",101.4216,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-08",101.6869,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-09",101.9046,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-10",101.9251,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-11",101.8839,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1961-12",102.002,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-01",101.9137,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-02",101.7082,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-03",101.2821,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-04",100.5894,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-05",99.9557,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-06",99.54395,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-07",99.34084,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-08",99.25623,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-09",99.3708,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-10",99.686,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-11",100.121,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1962-12",100.4654,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-01",100.5242,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-02",100.5321,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-03",100.6487,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-04",100.9279,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-05",101.1126,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-06",101.002,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-07",100.7582,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-08",100.6595,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-09",100.7421,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-10",100.8093,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-11",100.7503,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1963-12",100.652,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-01",100.813,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-02",101.0614,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-03",101.2848,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-04",101.3609,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-05",101.4475,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-06",101.6828,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-07",101.9874,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-08",102.1416,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-09",102.1053,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-10",101.9534,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-11",101.9118,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1964-12",101.9293,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-01",101.9645,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-02",102.1025,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-03",102.2067,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-04",102.0269,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-05",101.7198,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-06",101.3814,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-07",101.1979,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-08",101.2042,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-09",101.3332,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-10",101.4095,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-11",101.6681,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1965-12",102.1418,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-01",102.5816,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-02",102.7414,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-03",102.6078,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-04",102.1734,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-05",101.6152,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-06",101.3936,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-07",101.3609,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-08",101.2728,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-09",101.1109,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-10",100.7695,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-11",100.2617,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1966-12",99.72658,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-01",99.15566,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-02",98.638,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-03",98.19471,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-04",97.96191,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-05",98.12074,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-06",98.57236,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-07",99.15842,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-08",99.72269,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-09",100.1275,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-10",100.2919,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-11",100.3895,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1967-12",100.5056,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-01",100.5617,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-02",100.5119,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-03",100.5098,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-04",100.6014,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-05",100.4594,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-06",100.2292,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-07",100.0676,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-08",99.97194,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-09",100.0754,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-10",100.4304,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-11",100.7038,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1968-12",100.7154,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-01",100.6768,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-02",100.734,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-03",100.7385,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-04",100.6581,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-05",100.595,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-06",100.4422,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-07",100.2816,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-08",100.2686,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-09",100.2571,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-10",100.1925,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-11",99.96619,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1969-12",99.59243,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-01",99.12174,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-02",98.74712,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-03",98.53825,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-04",98.52611,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-05",98.80018,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-06",99.09669,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-07",99.01538,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-08",98.59337,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-09",98.02935,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-10",97.61471,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-11",97.58347,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1970-12",98.14756,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-01",98.92557,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-02",99.6506,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-03",99.95016,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-04",100.1608,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-05",100.2251,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-06",100.2179,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-07",100.2145,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-08",100.2087,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-09",100.2503,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-10",100.2722,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-11",100.3839,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1971-12",100.8265,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-01",101.2595,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-02",101.5,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-03",101.5365,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-04",101.5113,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-05",101.5058,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-06",101.4539,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-07",101.6161,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-08",102.0066,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-09",102.566,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-10",103.1277,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-11",103.6169,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1972-12",103.9136,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-01",104.0097,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-02",103.8468,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-03",103.577,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-04",103.1675,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-05",102.6713,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-06",102.2118,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-07",101.8323,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-08",101.9999,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-09",102.3787,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-10",102.7555,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-11",102.8393,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1973-12",102.4872,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-01",102.0446,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-02",101.6932,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-03",101.5584,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-04",101.2803,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-05",100.8623,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-06",100.5252,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-07",100.1882,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-08",99.58243,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-09",98.61045,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-10",97.52818,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-11",96.42163,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1974-12",95.50822,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-01",95.17221,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-02",95.31602,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-03",95.6517,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-04",96.38267,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-05",97.24333,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-06",98.08459,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-07",98.83888,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-08",99.54919,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-09",100.0833,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-10",100.3609,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-11",100.4887,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1975-12",100.7282,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-01",101.145,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-02",101.4587,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-03",101.4959,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-04",101.4793,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-05",101.2988,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-06",101.0188,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-07",100.6572,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-08",100.3314,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-09",100.1068,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-10",100.0103,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-11",100.0535,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1976-12",100.3075,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-01",100.4578,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-02",100.6437,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-03",100.9064,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-04",101.0479,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-05",101.1264,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-06",100.9809,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-07",100.7769,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-08",100.505,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-09",100.3858,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-10",100.5168,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-11",100.7683,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1977-12",100.9878,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-01",100.9038,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-02",100.7327,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-03",100.7269,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-04",101.0111,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-05",101.3878,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-06",101.6548,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-07",101.7869,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-08",101.7359,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-09",101.6774,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-10",101.6383,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-11",101.5997,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1978-12",101.4467,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-01",101.2751,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-02",101.1199,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-03",100.9264,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-04",100.6384,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-05",100.2802,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-06",99.90965,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-07",99.57504,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-08",99.30592,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-09",99.13548,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-10",98.96799,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-11",98.77152,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1979-12",98.61158,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-01",98.6244,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-02",98.46282,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-03",97.59586,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-04",96.3629,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-05",95.36787,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-06",95.32867,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-07",96.28706,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-08",97.84865,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-09",99.27333,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-10",100.2567,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-11",100.532,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1980-12",100.0915,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-01",99.51384,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-02",99.24417,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-03",99.32383,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-04",99.57076,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-05",99.67839,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-06",99.41496,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-07",98.9399,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-08",98.44242,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-09",97.72403,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-10",97.053,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-11",96.58852,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1981-12",96.49384,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-01",96.53048,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-02",96.53229,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-03",96.45803,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-04",96.41192,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-05",96.38313,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-06",96.51506,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-07",96.6209,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-08",96.6765,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-09",96.73682,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-10",96.85809,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-11",97.14896,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1982-12",97.78324,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1983-01",98.66428,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1983-02",99.59412,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1983-03",100.1064,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1983-04",100.4112,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1983-05",100.7709,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1983-06",101.2624,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1983-07",101.8415,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1983-08",102.1638,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1983-09",102.3669,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1983-10",102.6363,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1983-11",102.8683,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1983-12",102.8253,
"USA","BCI","AMPLITUD","LTRENDIDX","M","1984-01",102.2597,
